x1,y1,x2,y2
-0.545621384650794,0.8380318040574297,-0.9783905525459747,0.20676539045203468
0.6641127067146722,-0.7476324717266578,0.998254588983277,-0.05905739220308215
0.6272804201161782,-0.778793473610861,0.9942443851037623,-0.10713590756437041
0.886202825005272,-0.46329747781816727,0.9542408153397534,0.29903923879605293
-0.9994015270727957,-0.034591728557038896,-0.6822235510857183,-0.7311436427570113
-0.992507157994632,0.12218650223907161,-0.7882074460969052,-0.6154096374914795
0.8281361302623661,-0.5605270285669313,0.9819331363921278,0.18922821051608224
0.9534436195825101,-0.3015713253567086,0.8874295780569832,0.4609433197146965
0.9799866570859881,-0.1990631857813747,0.8337141392484456,0.5521962821472304
-0.5708442201097088,0.8210583879160716,-0.9842237728862704,0.17692813480482783
-0.9987899868010873,0.04917888028294017,-0.7410258923874996,-0.6714764529090427
0.721380134943117,-0.6925393136201369,0.9997920301306207,0.020393540332468818
-0.0937685297921304,0.9955940251029143,-0.7702956497369887,0.6376869231811724
-0.7696217580647405,0.6385000779274329,-0.9956924989669174,-0.0927170291856636
-0.39949592830073954,-0.916734968936568,0.36574323312801843,-0.930715793043754
-0.7655071005370317,0.6434274465916003,-0.9962671725226531,-0.0863233511497215
-0.7647343637237689,0.6443456781417893,-0.9963700528377605,-0.08512765595315275
-0.17517019514561985,0.9845381672300193,-0.8200376472345604,0.5723095815360832
-0.21303579930323213,0.9770443941885307,-0.841513774973824,0.5402356583282005
0.993580104186693,0.11313079405873658,0.6225716776824957,0.7825627809623984
-0.7251523976551155,0.6885884112988231,-0.9996657128514854,-0.02585464269974669
0.7660146152972146,0.6428231554253941,0.08710951665963473,0.9961987412696951
-0.33271266698900165,-0.9430282504915034,0.43155828775844346,-0.9020850537876128
-0.853436087692719,-0.5211975098019422,-0.23492815139834328,-0.972012738435334
-0.005956438084725841,-0.9999822602653223,0.702882399538433,-0.711306075061288
0.0325751163163468,0.9994692900719744,-0.6836974269523681,0.7297655982428269
0.10465423323926466,0.994508668371021,-0.6292221053505896,0.777225541357315
0.6046362507622236,-0.7965017289775342,0.9907541668520022,-0.13566938072164597
-0.7437311476829156,-0.6684788552873255,-0.05321140625275467,-0.998583269559732
0.49129341263730514,-0.8709941347099822,0.9632827626552568,-0.2684889553990187
-0.9031579974958795,0.4293083175984746,-0.9421959671058688,-0.33506232191852986
0.9561467844506396,-0.2928879078840607,0.8832009008871197,0.46899484930239915
-0.21337846598899624,0.9769696158285491,-0.8417032006255856,0.539940480105581
0.9900620042249869,-0.14063153199052503,0.7995210669017857,0.6006380470634793
-0.865200484247505,-0.5014260883299579,-0.2572273421753375,-0.9663509168192534
-0.5923259178506738,-0.8056984591286971,0.15087717085669677,-0.9885525172262114
0.8026678759726924,-0.5964262577062537,0.9893089494427008,0.14583484683908604
-0.7207461081253219,-0.6931991399462364,-0.019478648000561483,-0.999810273137894
-0.3479461261683836,0.9375145296390959,-0.9089579466699752,0.41688781606746717
-0.776241778910191,-0.6304353263216951,-0.10310073136608033,-0.9946709200493293
0.9998469640675492,0.01749424033517594,0.6946282724682363,0.7193688644136564
-0.6046859426264828,0.7964640047044951,-0.9907626292169084,0.13560756817817732
0.8033237222973937,-0.5955426073710092,0.9891478676820642,0.1469234353669478
0.8065672815090833,0.5911423013108157,0.15232846433517283,0.9883299241413709
-0.20830985574424046,-0.9780628834588366,0.5442975857358674,-0.8388922089053553
